+--------------------------------------+------------------------------------------------------+--------+
| ID                                   | Name                                                 | Status |
| 94d224d4-43d2-4932-9d8a-425c5094dbbf | Centos-8-v1.19.4-mcs.6                               | active |
| fd4f07dd-72fb-462d-ba4e-01ec19cdaed4 | Centos-8-v1.19.4-mcs.6                               | active |
| 952359a7-65c8-4f39-bfa3-54fcae0b9d40 | Centos-8-v1.19.4-mcs.7                               | active |
| d6c5eec4-c509-4685-8e9a-91677a103783 | Centos-8-v1.19.4-mcs.8                               | active |
| 239082f2-92dc-4af2-9021-2744ec9f761b | Centos-8-v1.19.4-mcs.9                               | active |
| 2a2781f5-1c70-4287-9afd-e1e637a87e0f | Centos-8-v1.20.4-mcs.1                               | active |
| 91ed0289-7619-405c-b7e2-834f994649b5 | Centos-8-v1.20.4-mcs.2                               | active |
| c2124628-a503-4219-86ed-3d502ef0542b | Centos-8-v1.20.4-mcs.3                               | active |
| f405852c-16f3-4427-8836-56273d1777b5 | Centos-8-v1.20.4-mcs.3                               | active |
| 13e7696d-743f-48a7-bf1b-5ee326d016f4 | Centos-8-v1.20.4-mcs.3                               | active |
| 03a31224-12b5-46e2-8856-e1851888d1fc | Centos-8-v1.20.4-mcs.4                               | active |
| 8d071afc-49f4-4d51-aaed-90875bd7b6e6 | Centos-8-v1.20.4-mcs.5                               | active |
| e5597c20-5e57-4fdc-95f8-a7e7877c7aa3 | Centos-8-v1.20.4-mcs.6                               | active |
| 8aab9b03-1cd5-44b5-a88e-cc8b3c37f7a1 | Centos-8-v1.20.4-mcs.7                               | active |
| 85e7355b-c437-4e0d-907c-0c5151bede82 | Centos-8-v1.20.4-mcs.7                               | active |
| 363ae062-5ae5-4600-9fb6-3f8130a4bfd0 | Centos-8-v1.20.4-mcs.8                               | active |
| eadad810-b5f7-4eaf-9d56-114dfbd74fb2 | Centos-8-v1.20.4-mcs.9                               | active |
| 5396b6c2-c222-4a65-971f-73ccb7c56f3d | Centos-8-v1.21.4-mcs.1                               | active |
| 7884c874-b014-4aef-973a-45f3859f5cc3 | Centos-8-v1.21.4-mcs.2                               | active |
| d06dd1e3-732a-473d-b2e2-7c583474b1bc | Centos-8-v1.21.4-mcs.2                               | active |
| 697cc853-ca1c-4942-9079-09d7523e7b00 | Centos-8-v1.21.4-mcs.2                               | active |
| d9afee9f-6fa9-4e9a-81a2-cccf153a2eb2 | Centos-8-v1.21.4-mcs.3                               | active |
| 64cbe376-165b-4565-93db-d615577bc576 | Clickhouse-19--1.12.12--2021-11-10_05-40-59          | active |
| 133d6ad9-42a0-45c4-9325-7200598fe257 | Clickhouse-19--1.12.13--2021-11-19_12-49-30          | active |
| 048b4d24-966c-4b2d-a436-a6d5e92e09e6 | Clickhouse-19--1.12.18--2022-02-03_03-09-41          | active |
| 2b67f036-53d9-4b61-bdb6-63d74688166f | Clickhouse-19--1.12.18--2022-02-03_10-33-55          | active |
| 3d0740dd-6d54-41cb-a928-90359cb6552d | Clickhouse-19--1.12.9--2021-10-25_10-32-12-          | active |
| 990aedb5-c8f3-4608-9d1f-479c6ec03238 | Clickhouse-19-2021-06-25_11-12-15                    | active |
| c57530af-5015-48d9-b0a7-91d2bd1b733a | Clickhouse-19-2021-07-13_12-46-48                    | active |
| d231c637-5b9b-4a30-83ac-226a6fa4e301 | Clickhouse-19-2021-07-14_08-22-06                    | active |
| e8e7e2f2-8b91-4e7f-81e4-f08b03b98450 | Clickhouse-19-2021-07-15_06-47-43                    | active |
| 4e704fa8-ebc8-479c-8907-afc00b3bdaa1 | Clickhouse-19-2021-07-17_06-02-05                    | active |
| 50c315c8-a612-4880-9ebe-7721c17b1e02 | Clickhouse-19-2021-07-20_03-38-21                    | active |
| bd5320b8-c82d-4df7-920f-df2ddfa7573c | Clickhouse-19-2021-07-23_04-11-53                    | active |
| b36e6923-c966-4452-bd6b-279cb0ad61c9 | Clickhouse-19-2021-07-23_10-02-38                    | active |
| 7cb67c21-9b08-4b76-91b4-525dbdf70178 | Clickhouse-19-2021-07-26_01-25-42                    | active |
| 49473254-2dfc-44ba-a10f-379a981df000 | Clickhouse-19-2021-07-26_08-19-25                    | active |
| b6d4ee8c-f007-4b10-94a3-05ea98152445 | Clickhouse-19-2021-08-03_09-59-50                    | active |
